STT,Từ Tiếng Anh,Số lần,Số file,Nguồn,Gợi ý tiếng Việt
5332,rule_13_bad_03,6,6,json,(chưa gợi ý)
5333,rule_13_bad_04,6,6,json,(chưa gợi ý)
5334,rule_13_good_06,6,3,json,(chưa gợi ý)
5335,rule_34_kp_01,6,6,json,(chưa gợi ý)
5336,rule_34_bjt_01,6,6,json,(chưa gợi ý)
5337,rule_35_kp_01,6,6,json,(chưa gợi ý)
5338,rule_35_bjt_01,6,6,json,(chưa gợi ý)
5339,rule_33_good_05,6,5,json,(chưa gợi ý)
5340,rule_33_good_01,6,6,json,(chưa gợi ý)
5341,rule_33_kp_01,6,6,json,(chưa gợi ý)
5342,rule_33_bjt_01,6,6,json,(chưa gợi ý)
5343,rule_32_kp_01,6,6,json,(chưa gợi ý)
5344,rule_32_bjt_01,6,6,json,(chưa gợi ý)
5345,rule_31_good_06,6,5,json,(chưa gợi ý)
5346,rule_31_kp_01,6,6,json,(chưa gợi ý)
5347,rule_31_bjt_01,6,6,json,(chưa gợi ý)
5348,rule_28_good_06,6,3,json,(chưa gợi ý)
5349,rule_28_good_01,6,6,json,(chưa gợi ý)
5350,rule_28_kp_01,6,6,json,(chưa gợi ý)
5351,rule_28_bjt_01,6,6,json,(chưa gợi ý)
5352,rule_25_good_05,6,4,json,(chưa gợi ý)
5353,rule_25_good_04,6,5,json,(chưa gợi ý)
5354,rule_25_kp_01,6,6,json,(chưa gợi ý)
5355,rule_25_bjt_01,6,6,json,(chưa gợi ý)
5356,rule_27_good_04,6,5,json,(chưa gợi ý)
5357,rule_27_kp_01,6,6,json,(chưa gợi ý)
5358,rule_27_bjt_01,6,6,json,(chưa gợi ý)
5359,rule_29_kp_01,6,6,json,(chưa gợi ý)
5360,rule_29_bjt_01,6,6,json,(chưa gợi ý)
5361,rule_30_kp_01,6,6,json,(chưa gợi ý)
5362,rule_30_bjt_01,6,6,json,(chưa gợi ý)
5363,rule_26_kp_01,6,6,json,(chưa gợi ý)
5364,rule_26_bjt_01,6,6,json,(chưa gợi ý)
5365,rule_24_kp_01,6,6,json,(chưa gợi ý)
5366,rule_24_bjt_01,6,6,json,(chưa gợi ý)
5367,rule_03_bad_01,6,6,json,(chưa gợi ý)
5368,rule_03_kp_01,6,6,json,(chưa gợi ý)
5369,rule_03_bjt_01,6,6,json,(chưa gợi ý)
5370,rule_06_bad_01,6,6,json,(chưa gợi ý)
5371,rule_06_bad_02,6,6,json,(chưa gợi ý)
5372,rule_06_kp_01,6,6,json,(chưa gợi ý)
5373,rule_06_bjt_01,6,6,json,(chưa gợi ý)
5374,rule_07_bad_01,6,6,json,(chưa gợi ý)
5375,rule_07_bad_02,6,6,json,(chưa gợi ý)
5376,rule_07_kp_01,6,6,json,(chưa gợi ý)
5377,rule_07_bjt_01,6,6,json,(chưa gợi ý)
5378,rule_04_bad_01,6,6,json,(chưa gợi ý)
5379,rule_04_bad_02,6,6,json,(chưa gợi ý)
5380,rule_04_bad_03,6,6,json,(chưa gợi ý)
5381,rule_04_bad_04,6,6,json,(chưa gợi ý)
5382,rule_04_kp_01,6,6,json,(chưa gợi ý)
5383,rule_04_bjt_01,6,6,json,(chưa gợi ý)
5384,rule_02_bad_01,6,6,json,(chưa gợi ý)
5385,rule_02_bad_02,6,6,json,(chưa gợi ý)
5386,rule_02_kp_01,6,6,json,(chưa gợi ý)
5387,rule_02_bjt_01,6,6,json,(chưa gợi ý)
5388,rule_05_kp_01,6,6,json,(chưa gợi ý)
5389,rule_05_bjt_01,6,6,json,(chưa gợi ý)
5390,rule_01_bad_01,6,6,json,(chưa gợi ý)
5391,rule_01_bad_02,6,6,json,(chưa gợi ý)
5392,rule_01_bad_03,6,6,json,(chưa gợi ý)
5393,rule_01_good_02,6,6,json,(chưa gợi ý)
5394,rule_01_good_04,6,5,json,(chưa gợi ý)
5395,rule_01_kp_01,6,6,json,(chưa gợi ý)
5396,rule_01_kp_02,6,6,json,(chưa gợi ý)
5397,rule_01_bjt_01,6,6,json,(chưa gợi ý)
5398,rule_16_kp_02,6,6,json,(chưa gợi ý)
5399,rule_36_good_01,6,4,json,(chưa gợi ý)
5400,rule_37_good_01,6,4,json,(chưa gợi ý)
5401,rule_40_good_01,6,4,json,(chưa gợi ý)
5402,rule_39_good_02,6,4,json,(chưa gợi ý)
5403,rule_39_good_03,6,4,json,(chưa gợi ý)
5404,rule_42_good_01,6,3,json,(chưa gợi ý)
5405,passage_t04_line_operation_sec1,6,1,json,(chưa gợi ý)
5406,passage_t04_line_operation_sec2,6,1,json,(chưa gợi ý)
5407,passage_t04_line_operation_sec3,6,1,json,(chưa gợi ý)
5408,passage_t04_line_operation_sec4,6,1,json,(chưa gợi ý)
5409,passage_t04_line_operation_sec5,6,1,json,(chưa gợi ý)
5410,passage_t08_iso_audit_sec1,6,1,json,(chưa gợi ý)
5411,passage_t08_iso_audit_sec2,6,1,json,(chưa gợi ý)
5412,passage_t08_iso_audit_sec3,6,1,json,(chưa gợi ý)
5413,passage_t08_iso_audit_sec4,6,1,json,(chưa gợi ý)
5414,passage_t08_iso_audit_sec5,6,1,json,(chưa gợi ý)
5415,passage_t01_dat_chan_toi_nhat_sec1,6,1,json,(chưa gợi ý)
5416,passage_t01_dat_chan_toi_nhat_sec2,6,1,json,(chưa gợi ý)
5417,passage_t01_dat_chan_toi_nhat_sec3,6,1,json,(chưa gợi ý)
5418,passage_t01_dat_chan_toi_nhat_sec4,6,1,json,(chưa gợi ý)
5419,passage_t01_dat_chan_toi_nhat_sec5,6,1,json,(chưa gợi ý)
5420,passage_t10_recall_kuringu_sec1,6,1,json,(chưa gợi ý)
5421,passage_t10_recall_kuringu_sec2,6,1,json,(chưa gợi ý)
5422,passage_t10_recall_kuringu_sec3,6,1,json,(chưa gợi ý)
5423,passage_t10_recall_kuringu_sec4,6,1,json,(chưa gợi ý)
5424,passage_t10_recall_kuringu_sec5,6,1,json,(chưa gợi ý)
5425,passage_t05_furyou_hin_sec1,6,1,json,(chưa gợi ý)
5426,passage_t05_furyou_hin_sec2,6,1,json,(chưa gợi ý)
5427,passage_t05_furyou_hin_sec3,6,1,json,(chưa gợi ý)
5428,passage_t05_furyou_hin_sec4,6,1,json,(chưa gợi ý)
5429,passage_t05_furyou_hin_sec5,6,1,json,(chưa gợi ý)
5430,passage_t11_shourai_keikaku_sec1,6,1,json,(chưa gợi ý)
5431,passage_t11_shourai_keikaku_sec2,6,1,json,(chưa gợi ý)
5432,passage_t11_shourai_keikaku_sec3,6,1,json,(chưa gợi ý)
5433,passage_t11_shourai_keikaku_sec4,6,1,json,(chưa gợi ý)
5434,passage_t11_shourai_keikaku_sec5,6,1,json,(chưa gợi ý)
5435,passage_t02_tuan_dau_nha_may_sec1,6,1,json,(chưa gợi ý)
5436,passage_t02_tuan_dau_nha_may_sec2,6,1,json,(chưa gợi ý)
5437,passage_t02_tuan_dau_nha_may_sec3,6,1,json,(chưa gợi ý)
5438,passage_t02_tuan_dau_nha_may_sec4,6,1,json,(chưa gợi ý)
5439,passage_t02_tuan_dau_nha_may_sec5,6,1,json,(chưa gợi ý)
5440,passage_t03_eisei_kanri_sec1,6,1,json,(chưa gợi ý)
5441,passage_t03_eisei_kanri_sec2,6,1,json,(chưa gợi ý)
5442,passage_t03_eisei_kanri_sec3,6,1,json,(chưa gợi ý)
5443,passage_t03_eisei_kanri_sec4,6,1,json,(chưa gợi ý)
5444,passage_t03_eisei_kanri_sec5,6,1,json,(chưa gợi ý)
5445,passage_t09_shihin_kaihatsu_sec1,6,1,json,(chưa gợi ý)
5446,passage_t09_shihin_kaihatsu_sec2,6,1,json,(chưa gợi ý)
5447,passage_t09_shihin_kaihatsu_sec3,6,1,json,(chưa gợi ý)
5448,passage_t09_shihin_kaihatsu_sec4,6,1,json,(chưa gợi ý)
5449,passage_t09_shihin_kaihatsu_sec5,6,1,json,(chưa gợi ý)
5450,passage_t07_matsuri_seikatsu_sec1,6,1,json,(chưa gợi ý)
5451,passage_t07_matsuri_seikatsu_sec2,6,1,json,(chưa gợi ý)
5452,passage_t07_matsuri_seikatsu_sec3,6,1,json,(chưa gợi ý)
5453,passage_t07_matsuri_seikatsu_sec4,6,1,json,(chưa gợi ý)
5454,passage_t07_matsuri_seikatsu_sec5,6,1,json,(chưa gợi ý)
5455,passage_t06_chukan_mensetsu_sec1,6,1,json,(chưa gợi ý)
5456,passage_t06_chukan_mensetsu_sec2,6,1,json,(chưa gợi ý)
5457,passage_t06_chukan_mensetsu_sec3,6,1,json,(chưa gợi ý)
5458,passage_t06_chukan_mensetsu_sec4,6,1,json,(chưa gợi ý)
5459,passage_t06_chukan_mensetsu_sec5,6,1,json,(chưa gợi ý)
5460,passage_t12_bonenkai_furikaeri_sec1,6,1,json,(chưa gợi ý)
5461,passage_t12_bonenkai_furikaeri_sec2,6,1,json,(chưa gợi ý)
5462,passage_t12_bonenkai_furikaeri_sec3,6,1,json,(chưa gợi ý)
5463,passage_t12_bonenkai_furikaeri_sec4,6,1,json,(chưa gợi ý)
5464,passage_t12_bonenkai_furikaeri_sec5,6,1,json,(chưa gợi ý)
5465,Nagaoka,6,1,json,(chưa gợi ý)
5466,Mononoke,6,1,json,(chưa gợi ý)
5467,Yona,6,1,json,(chưa gợi ý)
5468,yumi_wife,6,2,json,(chưa gợi ý)
5469,okami_ryokan,6,2,json,(chưa gợi ý)
5470,moi,6,5,json,(chưa gợi ý)
5471,BAO,6,6,json,(chưa gợi ý)
5472,Juzu,6,4,json,(chưa gợi ý)
5473,KIA,6,2,json,(chưa gợi ý)
5474,PHI,6,2,json,(chưa gợi ý)
5475,blank_fill,6,2,json,(chưa gợi ý)
5476,tron,5,2,md,(chưa gợi ý)
5477,dict,5,3,md,(chưa gợi ý)
5478,bash,5,5,md,(chưa gợi ý)
5479,rule_01_tpl_01,5,5,json/md,(chưa gợi ý)
5480,Hizashi_phone_v1,5,2,md,(chưa gợi ý)
5481,Specification,5,4,md,(chưa gợi ý)
5482,level_label,5,4,md,(chưa gợi ý)
5483,jlpt,5,4,md,(chưa gợi ý)
5484,grammar_used,5,2,md,(chưa gợi ý)
5485,Churn,5,3,md,(chưa gợi ý)
5486,sum,5,4,md,(chưa gợi ý)
5487,Transfer,5,4,json/md,(chưa gợi ý)
5488,Lifetime,5,4,md,(chưa gợi ý)
5489,consumer,5,5,md,(chưa gợi ý)
5490,Pham,5,5,json/md,(chưa gợi ý)
5491,Hung,5,5,json/md,(chưa gợi ý)
5492,confusing,5,5,md,(chưa gợi ý)
5493,cleanup,5,5,md,(chưa gợi ý)
5494,fluency,5,4,md,(chưa gợi ý)
5495,paying,5,3,md,(chưa gợi ý)
5496,encode,5,4,md,(chưa gợi ý)
5497,retrieval,5,4,md,(chưa gợi ý)
5498,TestFlight,5,2,md,(chưa gợi ý)
5499,Sunday,5,4,md,(chưa gợi ý)
5500,analytics,5,5,md,(chưa gợi ý)
5501,Engagement,5,5,md,(chưa gợi ý)
5502,outreach,5,5,md,(chưa gợi ý)
5503,croissant,5,5,json/md,(chưa gợi ý)
5504,SERIAL,5,2,md,(chưa gợi ý)
5505,INT,5,1,md,(chưa gợi ý)
5506,Decide,5,5,json/md,(chưa gợi ý)
5507,Pizza,5,2,md,(chưa gợi ý)
5508,Icon,5,3,md,(chưa gợi ý)
5509,hosted,5,2,md,(chưa gợi ý)
5510,metrics,5,4,md,(chưa gợi ý)
5511,breath,5,3,md,(chưa gợi ý)
5512,articles,5,4,md,(chưa gợi ý)
5513,upvotes,5,2,md,(chưa gợi ý)
5514,stable,5,3,json/md,(chưa gợi ý)
5515,foreshadow,5,4,md,(chưa gợi ý)
5516,fallback,5,5,md,(chưa gợi ý)
5517,pts,5,3,md,(chưa gợi ý)
5518,Clarify,5,5,md,(chưa gợi ý)
5519,Revise,5,5,json/md,(chưa gợi ý)
5520,comparison,5,5,md,(chưa gợi ý)
5521,acquisition,5,5,md,(chưa gợi ý)
5522,Gold,5,5,json/md,(chưa gợi ý)
5523,authenticity,5,4,md,(chưa gợi ý)
5524,blacklist,5,5,json/md,(chưa gợi ý)
5525,batch_NNNN_NNNN,5,3,md,(chưa gợi ý)
5526,entertainment,5,5,json/md,(chưa gợi ý)
5527,transportation,5,5,json/md,(chưa gợi ý)
5528,ChatGPT,5,3,json/md,(chưa gợi ý)
5529,goodwill,5,4,json/md,(chưa gợi ý)
5530,Speed,5,3,json/md,(chưa gợi ý)
5531,Grab,5,4,json/md,(chưa gợi ý)
5532,fold,5,5,json/md,(chưa gợi ý)
5533,pairing,5,5,json/md,(chưa gợi ý)
5534,HSD,5,4,json/md,(chưa gợi ý)
5535,kham,5,3,json/md,(chưa gợi ý)
5536,Passport,5,4,json/md,(chưa gợi ý)
5537,Cardigan,5,4,json/md,(chưa gợi ý)
5538,mAh,5,4,json/md,(chưa gợi ý)
5539,DEADLINE,5,3,md,(chưa gợi ý)
5540,Checkpoint,5,4,json/md,(chưa gợi ý)
5541,Coat,5,3,json/md,(chưa gợi ý)
5542,Company,5,4,json/md,(chưa gợi ý)
5543,traditional,5,5,json/md,(chưa gợi ý)
5544,kazoku,5,3,md,(chưa gợi ý)
5545,Plot,5,5,md,(chưa gợi ý)
5546,backport,5,4,md,(chưa gợi ý)
5547,reasonable,5,5,json/md,(chưa gợi ý)
5548,assessment,5,5,md,(chưa gợi ý)
5549,cosmetic,5,5,md,(chưa gợi ý)
5550,HSP,5,3,md,(chưa gợi ý)
5551,Method,5,4,md,(chưa gợi ý)
5552,telegraph,5,5,md,(chưa gợi ý)
5553,Technical,5,5,md,(chưa gợi ý)
5554,avg,5,5,md,(chưa gợi ý)
5555,Income,5,3,md,(chưa gợi ý)
5556,Conditions,5,5,md,(chưa gợi ý)
5557,expanded,5,5,md,(chưa gợi ý)
5558,juwaki,5,4,md,(chưa gợi ý)
5559,musical,5,4,md,(chưa gợi ý)
5560,grading,5,4,md,(chưa gợi ý)
5561,seki,5,4,json/md,(chưa gợi ý)
5562,tract,5,5,json/md,(chưa gợi ý)
5563,egao,5,4,md,(chưa gợi ý)
5564,Hang,5,4,json/md,(chưa gợi ý)
5565,rule_42_good_02,5,4,json/md,(chưa gợi ý)
5566,rule_44_good_01,5,4,json/md,(chưa gợi ý)
5567,Canonical,5,1,md,(chưa gợi ý)
5568,forms,5,5,json/md,(chưa gợi ý)
5569,appropriate,5,5,json/md,(chưa gợi ý)
5570,good_03,5,2,md,(chưa gợi ý)
5571,applying,5,4,md,(chưa gợi ý)
5572,valid,5,3,md,(chưa gợi ý)
5573,Bac,5,4,json/md,(chưa gợi ý)
5574,Say,5,5,json/md,(chưa gợi ý)
5575,utility,5,3,md,(chưa gợi ý)
5576,ume,5,3,md,(chưa gợi ý)
5577,Character,5,4,md,(chưa gợi ý)
5578,disclaimer,5,4,md,(chưa gợi ý)
5579,limitation,5,5,md,(chưa gợi ý)
5580,Tenmangu,5,1,md,(chưa gợi ý)
5581,obi,5,3,json/md,(chưa gợi ý)
5582,mikoshi,5,3,md,(chưa gợi ý)
5583,Otowa,5,3,md,(chưa gợi ý)
5584,Kim,5,4,md,(chưa gợi ý)
5585,Marlboro,5,2,md,(chưa gợi ý)
5586,extension,5,4,md,(chưa gợi ý)
5587,cite,5,4,md,(chưa gợi ý)
5588,overshoot,5,5,md,(chưa gợi ý)
5589,verbs,5,3,md,(chưa gợi ý)
5590,modeling,5,4,md,(chưa gợi ý)
5591,place,5,5,md,(chưa gợi ý)
5592,JavaScript,5,3,md,(chưa gợi ý)
5593,behavior,5,5,md,(chưa gợi ý)
5594,responsive,5,5,md,(chưa gợi ý)
5595,Responsive,5,2,md,(chưa gợi ý)
5596,starts,5,4,md,(chưa gợi ý)
5597,bond,5,5,md,(chưa gợi ý)
5598,install,5,4,md,(chưa gợi ý)
5599,Vanilla,5,2,md,(chưa gợi ý)
5600,Site,5,5,md,(chưa gợi ý)
5601,meetup,5,2,md,(chưa gợi ý)
5602,Cert,5,4,md,(chưa gợi ý)
5603,Talk,5,3,md,(chưa gợi ý)
5604,Plugin,5,1,md,(chưa gợi ý)
5605,Slogan,5,4,md,(chưa gợi ý)
5606,reviewed,5,5,md,(chưa gợi ý)
5607,continuous,5,5,md,(chưa gợi ý)
5608,Shinosaka,5,3,md,(chưa gợi ý)
5609,supportive,5,4,md,(chưa gợi ý)
5610,Systems,5,2,md,(chưa gợi ý)
5611,Each,5,5,json/md,(chưa gợi ý)
5612,MeCab,5,3,md,(chưa gợi ý)
5613,Choice,5,5,json/md,(chưa gợi ý)
5614,Cool,5,5,json/md,(chưa gợi ý)
5615,Pandas,5,4,md,(chưa gợi ý)
5616,expanding,5,4,md,(chưa gợi ý)
5617,flutter,5,2,md,(chưa gợi ý)
5618,dart,5,2,md,(chưa gợi ý)
5619,Pydantic,5,3,md,(chưa gợi ý)
5620,INNER,5,1,md,(chưa gợi ý)
5621,enrollments,5,1,md,(chưa gợi ý)
5622,accounts,5,4,md,(chưa gợi ý)
5623,Mixed,5,5,json/md,(chưa gợi ý)
5624,Range,5,3,md,(chưa gợi ý)
5625,LLMs,5,4,md,(chưa gợi ý)
5626,Sources,5,5,md,(chưa gợi ý)
5627,declaration,5,5,json/md,(chưa gợi ý)
5628,stuck,5,5,json/md,(chưa gợi ý)
5629,cells,5,5,md,(chưa gợi ý)
5630,semantic,5,5,md,(chưa gợi ý)
5631,generate,5,5,json/md,(chưa gợi ý)
5632,Depth,5,5,json/md,(chưa gợi ý)
5633,Phay,5,4,md,(chưa gợi ý)
5634,shadowing,5,4,md,(chưa gợi ý)
5635,correction,5,5,json/md,(chưa gợi ý)
5636,migaki,5,4,json/md,(chưa gợi ý)
5637,OJT,5,3,md,(chưa gợi ý)
5638,Load,5,5,json/md,(chưa gợi ý)
5639,promote,5,3,md,(chưa gợi ý)
5640,khoang,5,4,json/md,(chưa gợi ý)
5641,monozukuri,5,3,md,(chưa gợi ý)
5642,predictable,5,4,json/md,(chưa gợi ý)
5643,GFSI,5,1,md,(chưa gợi ý)
5644,zairyuu,5,4,md,(chưa gợi ý)
5645,shidou,5,5,md,(chưa gợi ý)
5646,Apology,5,4,md,(chưa gợi ý)
5647,ibutsu,5,5,md,(chưa gợi ý)
5648,konnyuu,5,5,md,(chưa gợi ý)
5649,coord,5,5,json/md,(chưa gợi ý)
5650,Nihongo,5,2,md,(chưa gợi ý)
5651,Operations,5,2,md,(chưa gợi ý)
5652,Integration,5,4,md,(chưa gợi ý)
5653,survey,5,3,json/md,(chưa gợi ý)
5654,receipt,5,5,json/md,(chưa gợi ý)
5655,reading_passages,5,4,md,(chưa gợi ý)
5656,Risks,5,5,md,(chưa gợi ý)
5657,Seiton,5,3,json/md,(chưa gợi ý)
5658,Shitsuke,5,3,json/md,(chưa gợi ý)
5659,towel,5,3,json/md,(chưa gợi ý)
5660,kani,5,5,json/md,(chưa gợi ý)
5661,prevention,5,5,json/md,(chưa gợi ý)
5662,Cashew,5,3,json/md,(chưa gợi ý)
5663,ten,5,5,json/md,(chưa gợi ý)
5664,look,5,5,md,(chưa gợi ý)
5665,generator,5,5,json/md,(chưa gợi ý)
5666,Gross,5,4,md,(chưa gợi ý)
5667,generated,5,3,md,(chưa gợi ý)
5668,Activity,5,4,md,(chưa gợi ý)
5669,mhlw,5,2,md,(chưa gợi ý)
5670,haccp,5,2,md,(chưa gợi ý)
5671,Weaknesses,5,4,md,(chưa gợi ý)
5672,planned,5,5,json/md,(chưa gợi ý)
5673,Foreign,5,4,md,(chưa gợi ý)
5674,supporting,5,4,md,(chưa gợi ý)
5675,structures,5,5,md,(chưa gợi ý)
5676,bound,5,5,json/md,(chưa gợi ý)
5677,friend,5,5,md,(chưa gợi ý)
5678,gross,5,5,json/md,(chưa gợi ý)
5679,rights,5,5,md,(chưa gợi ý)
5680,Logic,5,5,json/md,(chưa gợi ý)
5681,zonjiru,5,4,md,(chưa gợi ý)
5682,meshiagaru,5,4,md,(chưa gợi ý)
5683,username,5,5,md,(chưa gợi ý)
5684,attachment,5,5,md,(chưa gợi ý)
5685,Query,5,5,md,(chưa gợi ý)
5686,chinh,5,5,json/md,(chưa gợi ý)
5687,find,5,5,md,(chưa gợi ý)
5688,hanh,5,5,json/md,(chưa gợi ý)
5689,nickname,5,3,md,(chưa gợi ý)
5690,reasoning,5,5,json/md,(chưa gợi ý)
5691,Convention,5,3,md,(chưa gợi ý)
5692,yield,5,5,json/md,(chưa gợi ý)
5693,Sunshine,5,2,md,(chưa gợi ý)
5694,detection,5,5,md,(chưa gợi ý)
5695,POST,5,2,md,(chưa gợi ý)
5696,collab,5,3,json/md,(chưa gợi ý)
5697,thesis,5,4,md,(chưa gợi ý)
5698,bullets,5,5,json/md,(chưa gợi ý)
5699,hospital,5,3,md,(chưa gợi ý)
5700,prof,5,4,md,(chưa gợi ý)
5701,fulltime,5,4,md,(chưa gợi ý)
5702,citation,5,4,md,(chưa gợi ý)
5703,MLM,5,3,md,(chưa gợi ý)
5704,transformers,5,2,md,(chưa gợi ý)
5705,Generative,5,5,json/md,(chưa gợi ý)
5706,ear,5,3,md,(chưa gợi ý)
5707,summer,5,3,md,(chưa gợi ý)
5708,underdeveloped,5,5,json/md,(chưa gợi ý)
5709,Heavy,5,2,md,(chưa gợi ý)
5710,Chubu,5,4,md,(chưa gợi ý)
5711,Cavity,5,3,md,(chưa gợi ý)
5712,runner,5,5,json/md,(chưa gợi ý)
5713,felt,5,4,md,(chưa gợi ý)
5714,library,5,3,json/md,(chưa gợi ý)
5715,precedent,5,3,md,(chưa gợi ý)
5716,Manga,5,4,md,(chưa gợi ý)
5717,Professional,5,4,md,(chưa gợi ý)
5718,gray,5,3,md,(chưa gợi ý)
5719,Navy,5,4,json/md,(chưa gợi ý)
5720,Equipment,5,4,json/md,(chưa gợi ý)
5721,HOOK,5,5,json/md,(chưa gợi ý)
5722,engage,5,5,json/md,(chưa gợi ý)
5723,Transition,5,5,json/md,(chưa gợi ý)
5724,Layer,5,5,json/md,(chưa gợi ý)
5725,storyline,5,3,json/md,(chưa gợi ý)
5726,Moment,5,5,json/md,(chưa gợi ý)
5727,Narration,5,4,json/md,(chưa gợi ý)
5728,Bottle,5,5,json/md,(chưa gợi ý)
5729,formulate,5,3,json/md,(chưa gợi ý)
5730,rambling,5,3,json/md,(chưa gợi ý)
5731,Flip,5,3,json/md,(chưa gợi ý)
5732,reinforcement,5,4,json/md,(chưa gợi ý)
5733,webcam,5,3,json/md,(chưa gợi ý)
5734,watch,5,5,json/md,(chưa gợi ý)
5735,echo,5,5,json/md,(chưa gợi ý)
5736,Star,5,4,json/md,(chưa gợi ý)
5737,Trek,5,4,json/md,(chưa gợi ý)
5738,unprepared,5,5,json/md,(chưa gợi ý)
5739,yuusen,5,4,md,(chưa gợi ý)
5740,continue,5,5,json/md,(chưa gợi ý)
5741,Followup,5,4,json/md,(chưa gợi ý)
5742,numerical,5,3,md,(chưa gợi ý)
5743,SKU,5,4,json/md,(chưa gợi ý)
5744,Visualize,5,4,json/md,(chưa gợi ý)
5745,MONG,5,5,json/md,(chưa gợi ý)
5746,Security,5,5,json/md,(chưa gợi ý)
5747,situation,5,5,json/md,(chưa gợi ý)
5748,Honor,5,5,json/md,(chưa gợi ý)
5749,Cpk,5,3,md,(chưa gợi ý)
5750,achievement,5,4,json/md,(chưa gợi ý)
5751,turns,5,2,md,(chưa gợi ý)
5752,friction,5,5,json/md,(chưa gợi ý)
5753,ghim,5,5,json/md,(chưa gợi ý)
5754,Reuse,5,5,json/md,(chưa gợi ý)
5755,loading,5,4,md,(chưa gợi ý)
5756,miscom,5,4,json/md,(chưa gợi ý)
5757,backlog,5,4,json/md,(chưa gợi ý)
5758,overrule,5,4,json/md,(chưa gợi ý)
5759,resume,5,5,json/md,(chưa gợi ý)
5760,sonkei,5,4,md,(chưa gợi ý)
5761,Carry,5,3,md,(chưa gợi ý)
5762,minimal,5,5,json/md,(chưa gợi ý)
5763,Challenge,5,4,json/md,(chưa gợi ý)
5764,zatsudan,5,4,json/md,(chưa gợi ý)
5765,TAXI,5,3,json/md,(chưa gợi ý)
5766,Edge,5,4,json/md,(chưa gợi ý)
5767,Makomanai,5,4,json/md,(chưa gợi ý)
5768,anti,5,4,md,(chưa gợi ý)
5769,Loyalty,5,5,md,(chưa gợi ý)
5770,Compliment,5,5,json/md,(chưa gợi ý)
5771,Scandal,5,4,json/md,(chưa gợi ý)
5772,winter,5,5,json/md,(chưa gợi ý)
5773,Nippon,5,4,json/md,(chưa gợi ý)
5774,Takagi,5,4,json/md,(chưa gợi ý)
5775,Waseda,5,3,json/md,(chưa gợi ý)
5776,fertility,5,3,json/md,(chưa gợi ý)
5777,Natri,5,4,md,(chưa gợi ý)
5778,HMB,5,3,json/md,(chưa gợi ý)
5779,Cardio,5,4,json/md,(chưa gợi ý)
5780,Protein,5,4,json/md,(chưa gợi ý)
5781,JAPAN,5,3,md,(chưa gợi ý)
5782,DLC,5,3,json/md,(chưa gợi ý)
5783,SSERAFIM,5,3,json/md,(chưa gợi ý)
5784,NewJeans,5,3,json/md,(chưa gợi ý)
5785,Lost,5,4,md,(chưa gợi ý)
5786,Buzzword,5,4,json/md,(chưa gợi ý)
5787,Chainsaw,5,3,json/md,(chưa gợi ý)
5788,Attack,5,3,json/md,(chưa gợi ý)
5789,Titan,5,3,json/md,(chưa gợi ý)
5790,Boy,5,4,json/md,(chưa gợi ý)
5791,Otaku,5,4,json/md,(chưa gợi ý)
5792,Sakamoto,5,5,json/md,(chưa gợi ý)
5793,Hanyu,5,3,json/md,(chưa gợi ý)
5794,SAFE,5,5,json/md,(chưa gợi ý)
5795,peninsula,5,4,json/md,(chưa gợi ý)
5796,king,5,4,json/md,(chưa gợi ý)
5797,Meguro,5,3,json/md,(chưa gợi ý)
5798,Monjayaki,5,4,json/md,(chưa gợi ý)
5799,Hama,5,4,json/md,(chưa gợi ý)
5800,Tonkatsu,5,4,json/md,(chưa gợi ý)
5801,Cormorant,5,4,json/md,(chưa gợi ý)
5802,blade,5,4,json/md,(chưa gợi ý)
5803,Geiko,5,4,json/md,(chưa gợi ý)
5804,juice,5,4,json/md,(chưa gợi ý)
5805,Tataki,5,4,json/md,(chưa gợi ý)
5806,mascot,5,4,json/md,(chưa gợi ý)
5807,Aquarium,5,4,json/md,(chưa gợi ý)
5808,dominant,5,5,json/md,(chưa gợi ý)
5809,Legend,5,4,json/md,(chưa gợi ý)
5810,guidebook,5,3,json/md,(chưa gợi ý)
5811,Huynh,5,3,json/md,(chưa gợi ý)
5812,Tam,5,3,json/md,(chưa gợi ý)
5813,Ghien,5,3,json/md,(chưa gợi ý)
5814,Garden,5,4,json/md,(chưa gợi ý)
5815,Hue,5,3,json/md,(chưa gợi ý)
5816,triggers,5,5,json/md,(chưa gợi ý)
5817,bizarre,5,4,json/md,(chưa gợi ý)
5818,develop,5,4,json/md,(chưa gợi ý)
5819,tonkatsu,5,4,json/md,(chưa gợi ý)
5820,House,5,4,json/md,(chưa gợi ý)
5821,Insider,5,4,json/md,(chưa gợi ý)
5822,Ecolodge,5,3,json/md,(chưa gợi ý)
5823,Pom,5,3,json/md,(chưa gợi ý)
5824,rural,5,4,json/md,(chưa gợi ý)
5825,junk,5,4,json/md,(chưa gợi ý)
5826,Drinking,5,3,md,(chưa gợi ý)
5827,hailbol,5,4,json/md,(chưa gợi ý)
5828,Saikyo,5,4,md,(chưa gợi ý)
5829,refrain,5,3,json/md,(chưa gợi ý)
5830,grateful,5,5,json/md,(chưa gợi ý)
5831,nodding,5,4,json/md,(chưa gợi ý)
5832,chip,5,4,md,(chưa gợi ý)
5833,Discipline,5,4,json/md,(chưa gợi ý)
5834,yourself,5,5,json/md,(chưa gợi ý)
5835,demotivate,5,4,json/md,(chưa gợi ý)
